City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,egvekinot,66.3167,-179.1667,-18.03,88,5,0.55,RU,1679024120
282,baykit,61.67,96.37,0.37,86,100,4.95,RU,1679024120
283,awjilah,29.1081,21.2869,11.66,73,0,3.59,LY,1679024121
284,vila,42.0304,-8.1588,6.49,3,78,3.14,PT,1679024122
285,tuatapere,-46.1333,167.6833,13.1,71,84,6.56,NZ,1679024123
286,evensk,61.95,159.2333,-1.01,98,100,5.68,RU,1679024123
287,bethel,41.3712,-73.414,8.46,60,20,1.54,US,1679024123
288,broome,42.2506,-75.833,3.12,81,100,0.89,US,1679024124
289,leningradskiy,69.3833,178.4167,-10.11,84,70,2.17,RU,1679024125
290,tornio,65.8481,24.1466,-15.99,100,100,1.68,FI,1679024125
291,levelland,33.5873,-102.378,1.77,53,100,7.95,US,1679024126
292,laguna de perlas,12.3429,-83.6712,25.2,84,66,3.55,NI,1679024126
293,yangjiang,21.85,111.9667,24.44,57,95,2.65,CN,1679024126
294,longyearbyen,78.2186,15.6401,-19.09,84,75,4.63,SJ,1679024127
295,lazaro cardenas,17.9583,-102.2,23.52,81,0,1.64,MX,1679024127
296,gravdal,68.1214,13.5031,-3.93,66,1,6.4,NO,1679024128
297,ortona,42.3496,14.4039,7.14,59,2,2.6,IT,1679024128
298,tiksi,71.6872,128.8694,-8.88,78,96,9.4,RU,1679024129
299,zaragoza,41.6561,-0.8773,12.25,80,0,5.14,ES,1679023968
300,ilulissat,69.2167,-51.1,-10.99,67,100,2.06,GL,1679024129
301,alta floresta,-9.8756,-56.0861,21.32,99,100,1.14,BR,1679024130
302,kaeo,-35.1,173.7833,24.07,87,38,4.56,NZ,1679024130
303,codrington,-38.2667,141.9667,22.53,38,5,4.09,AU,1679024131
304,am timan,11.0297,20.2827,27.59,48,100,3.29,TD,1679024131
305,airai,-8.9266,125.4092,20.34,84,99,0.34,TL,1679024131
306,faro,37.0194,-7.9322,13.88,94,20,2.57,PT,1679024132
307,khingansk,49.1167,131.1833,-6.37,68,99,5.72,RU,1679024132
308,mar del plata,-38.0023,-57.5575,22.27,97,100,0.45,AR,1679024133
309,manta,-0.95,-80.7333,26.88,78,20,1.03,EC,1679024133
310,east london,-33.0153,27.9116,21.33,88,100,8.18,ZA,1679024134
311,palmer,42.1584,-72.3287,2.91,76,20,0.0,US,1679023980
312,grand gaube,-20.0064,57.6608,25.77,87,100,7.21,MU,1679024134
313,pozo colorado,-23.4923,-58.7972,22.96,96,81,2.2,PY,1679024134
314,kardamas,37.7667,21.3333,12.17,93,40,0.0,GR,1679024135
315,kavieng,-2.5744,150.7967,26.1,83,100,4.55,PG,1679024135
316,punta alta,-38.8759,-62.0736,25.3,52,0,4.98,AR,1679024136
317,anadyr,64.75,177.4833,-12.72,78,0,4.92,RU,1679024136
318,taoudenni,22.6783,-3.9836,23.35,11,12,4.76,ML,1679024137
319,asau,46.4333,26.4,1.51,71,23,2.68,RO,1679024137
320,mayor pablo lagerenza,-19.9309,-60.7718,22.11,95,93,0.41,PY,1679024138
321,lengshuitan,26.4111,111.5956,8.96,78,100,4.02,CN,1679024138
322,port-gentil,-0.7193,8.7815,27.72,75,100,3.05,GA,1679024139
323,mayumba,-3.432,10.6554,25.2,88,100,2.93,GA,1679024139
324,casimcea,44.7333,28.3667,4.06,78,100,9.17,RO,1679024140
325,turukhansk,65.8167,87.9833,0.04,100,100,7.22,RU,1679024140
326,longonjo,-12.9067,15.2533,15.5,95,98,0.47,AO,1679024140
327,wattegama,6.7989,81.4808,29.8,53,85,2.83,LK,1679024141
328,necochea,-38.5473,-58.7368,18.6,92,4,2.72,AR,1679024141
329,tocopilla,-22.092,-70.1979,21.61,85,31,1.59,CL,1679024142
330,marinette,45.1,-87.6307,2.25,100,100,3.6,US,1679024142
331,vao,-22.6667,167.4833,24.89,86,94,3.25,NC,1679024143
332,itarema,-2.9248,-39.9167,23.32,95,100,1.01,BR,1679024143
333,bathsheba,13.2167,-59.5167,25.34,69,20,4.12,BB,1679024144
334,adrar,20.5022,-10.0711,24.05,9,21,5.24,MR,1679024144
335,bucerias,20.75,-105.3333,23.99,73,0,3.09,MX,1679023968
336,georgetown,5.4112,100.3354,31.96,69,20,2.06,MY,1679023861
337,casambalangan,18.3765,122.1274,27.18,66,48,3.51,PH,1679024145
338,akersberga,59.4794,18.2997,0.03,88,100,4.57,SE,1679024145
339,pokoynoye,44.8097,44.2517,8.08,92,97,3.17,RU,1679024146
340,capiibary,-24.8,-56.0333,21.45,99,93,2.58,PY,1679024146
341,vetlanda,57.4289,15.0776,0.59,55,100,5.66,SE,1679024146
342,fairbanks,64.8378,-147.7164,-13.55,55,20,3.6,US,1679024147
343,rantepao,-2.9701,119.8978,27.49,69,95,1.7,ID,1679024147
344,dombarovskiy,50.7587,59.5386,-6.23,74,15,0.88,RU,1679024148
345,namibe,-15.1961,12.1522,22.37,86,98,1.97,AO,1679024148
346,dingle,10.9995,122.6711,29.56,66,94,6.46,PH,1679024149
347,vila do maio,15.1333,-23.2167,21.44,80,2,8.22,CV,1679024149
348,takaka,-40.85,172.8,19.75,67,100,5.17,NZ,1679024094
349,vostochnyy,55.8167,37.8667,1.15,93,100,4.86,RU,1679024150
350,nizwa,22.9333,57.5333,25.64,34,0,0.73,OM,1679024088
351,mandera,3.9366,41.867,26.8,67,100,1.7,KE,1679024150
352,yurginskoye,56.8189,67.3921,-1.04,86,27,2.74,RU,1679024151
353,dukat,62.55,155.55,-6.93,92,100,3.62,RU,1679024151
354,krk,45.0258,14.5731,6.69,49,25,3.19,HR,1679024151
355,half moon bay,37.4636,-122.4286,12.68,77,0,6.69,US,1679024152
356,waitati,-45.75,170.5667,13.22,89,100,5.05,NZ,1679024152
357,nhulunbuy,-12.2333,136.7667,32.34,58,40,3.6,AU,1679024153
358,nazilli,37.9163,28.3223,5.61,83,85,1.22,TR,1679024153
359,porbandar,21.6422,69.6093,25.97,59,10,1.84,IN,1679024096
360,karratha,-20.7377,116.8463,36.88,22,24,4.04,AU,1679024154
361,nador,35.174,-2.9287,15.14,88,100,2.57,MA,1679024154
362,cabo san lucas,22.8909,-109.9124,25.61,41,0,0.0,MX,1679024143
363,boguchany,58.3814,97.4531,-1.48,89,100,2.76,RU,1679024155
364,makakilo city,21.3469,-158.0858,27.05,75,0,3.6,US,1679024155
365,santa catarina de tepehuanes,25.35,-105.7333,9.41,53,0,3.16,MX,1679024156
366,puerto escondido,15.85,-97.0667,27.46,69,0,0.0,MX,1679024156
367,la palma,33.8464,-118.0467,14.73,80,0,1.54,US,1679023975
368,ponezhukay,44.8876,39.3855,7.94,84,100,1.66,RU,1679024157
369,sechura,-5.5569,-80.8222,27.15,70,33,5.04,PE,1679024157
370,labuan,5.2767,115.2417,30.2,70,40,1.03,MY,1679024157
371,de aar,-30.6497,24.0123,20.7,46,83,5.31,ZA,1679024158
372,leeuwarden,53.2014,5.8086,8.0,75,100,4.12,NL,1679024158
373,niamey,13.5137,2.1098,27.16,12,0,0.0,NE,1679024159
374,bandarbeyla,9.4942,50.8122,26.76,78,76,2.81,SO,1679024159
375,markova,48.6758,24.4138,-5.43,85,5,2.05,UA,1679024159
376,chabahar,25.2919,60.643,25.47,65,0,1.87,IR,1679024160
377,chicama,-7.8447,-79.1469,25.3,78,100,2.12,PE,1679024160
378,qaqortoq,60.7167,-46.0333,-11.47,63,16,3.74,GL,1679024161
379,coro,11.4045,-69.6734,24.43,88,21,4.38,VE,1679024161
380,hofn,64.2539,-15.2082,-3.25,64,30,9.83,IS,1679024161
381,ellwangen,48.9616,10.1317,5.27,80,100,2.57,DE,1679024162
382,flagstaff,35.1981,-111.6513,3.62,80,100,1.54,US,1679024049
383,herzberg,51.6869,13.2202,4.49,60,75,2.57,DE,1679024162
384,koumac,-20.5667,164.2833,27.87,76,92,2.77,NC,1679024163
385,portsmouth,50.799,-1.0913,11.38,97,100,3.22,GB,1679024163
386,kruisfontein,-34.0033,24.7314,20.49,65,100,4.7,ZA,1679024164
387,samarai,-10.6167,150.6667,25.36,90,100,1.54,PG,1679024164
388,denpasar,-8.65,115.2167,31.81,70,20,3.6,ID,1679024084
389,paamiut,61.994,-49.6678,-12.87,65,31,4.6,GL,1679024165
390,geraldton,-28.7667,114.6,26.23,41,40,8.75,AU,1679024165
391,ucluelet,48.9329,-125.5528,6.16,83,28,2.47,CA,1679024166
392,axim,4.8699,-2.2405,26.56,89,65,3.08,GH,1679024166
393,cabedelo,-6.9811,-34.8339,25.37,87,100,2.24,BR,1679024166
394,harper,4.375,-7.7169,27.19,84,88,4.68,LR,1679024168
395,baykalsk,51.5058,104.1469,-5.5,95,24,0.83,RU,1679024168
396,pastavy,55.1168,26.8326,-0.84,82,7,1.35,BY,1679024169
397,tzucacab,20.0667,-89.05,23.03,82,2,2.6,MX,1679024170
398,the pas,53.8251,-101.2541,-14.99,85,100,3.09,CA,1679024170
399,ahipara,-35.1667,173.1667,21.14,90,58,4.53,NZ,1679024171
400,jvari,42.7169,42.052,11.62,93,100,0.16,GE,1679024171
401,sisimiut,66.9395,-53.6735,-14.83,80,45,4.67,GL,1679024171
402,tabuk,17.4189,121.4443,27.97,58,61,2.42,PH,1679024172
403,yokadouma,3.5167,15.05,20.0,98,98,1.11,CM,1679024172
404,najran,17.4924,44.1277,19.36,66,18,0.88,SA,1679024101
405,zelenoborskiy,66.845,32.3622,-19.99,100,73,1.46,RU,1679024173
406,san felipe,10.3399,-68.7425,22.33,88,80,2.15,VE,1679024173
407,ngunguru,-35.6167,174.5,22.36,75,67,6.61,NZ,1679024174
408,murgab,37.4966,61.9714,10.93,66,0,3.09,TM,1679024174
409,chumikan,54.7183,135.315,-6.38,78,100,8.09,RU,1679024175
410,aripuana,-9.1667,-60.6333,21.34,98,99,0.95,BR,1679024175
411,kapit,2.0167,112.9333,25.83,87,100,1.26,MY,1679024176
412,shache,38.4167,77.2406,13.17,25,0,0.99,CN,1679024176
413,andenes,69.3143,16.1194,-4.01,74,75,3.09,NO,1679024176
414,korla,41.7597,86.1469,11.86,35,74,2.48,CN,1679024177
415,mecca,21.4267,39.8261,21.31,31,0,1.18,SA,1679024101
416,contamana,-7.3333,-75.0167,25.82,68,100,1.05,PE,1679024177
417,svetlogorsk,52.6333,29.7333,-1.29,91,71,3.83,BY,1679024178
418,vostok,46.4856,135.8833,-5.7,84,96,6.03,RU,1679024178
419,broken hill,-31.95,141.4333,31.24,15,4,0.09,AU,1679024179
420,ingham,42.6,-84.3833,8.1,85,100,3.6,US,1679024179
421,mugur-aksy,50.35,90.5,-2.09,56,23,1.62,RU,1679024180
422,severodvinsk,64.5635,39.8302,-6.94,98,81,2.57,RU,1679024180
423,baherden,38.4362,57.4316,16.82,44,99,0.12,TM,1679024180
424,hrubieszow,50.805,23.8925,0.11,71,7,0.74,PL,1679024181
425,maragogi,-9.0122,-35.2225,24.71,84,96,1.75,BR,1679024181
426,lavrentiya,65.5833,-171.0,-16.08,84,100,0.78,RU,1679024182
427,oistins,13.0667,-59.5333,25.05,69,20,4.12,BB,1679024182
428,olafsvik,64.8945,-23.7142,-2.88,59,100,3.91,IS,1679024182
429,college,64.8569,-147.8028,-13.56,54,40,3.6,US,1679024183
430,camacha,33.0833,-16.3333,15.68,63,75,6.17,PT,1679024183
431,manono,-7.3,27.4167,19.52,99,100,1.3,CD,1679024184
432,sao paulo de olivenca,-3.3783,-68.8725,24.02,86,91,1.24,BR,1679024184
433,muisne,0.6,-80.0333,24.59,88,100,0.68,EC,1679024184
434,usakos,-22.0,15.6,21.44,37,43,1.67,NA,1679024185
435,bushehr,28.9684,50.8385,20.05,60,0,8.75,IR,1679024185
436,asfi,32.2994,-9.2372,14.23,82,100,4.25,MA,1679024186
437,middelburg,-25.7751,29.4648,11.23,84,0,2.02,ZA,1679024186
438,sur,22.5667,59.5289,28.03,46,1,0.91,OM,1679024186
439,jalu,29.0331,21.5482,11.56,73,0,3.62,LY,1679024187
440,chernyshevskiy,63.0128,112.4714,-5.42,92,99,5.33,RU,1679024187
441,umm lajj,25.0213,37.2685,19.57,48,0,3.55,SA,1679024188
442,narsaq,60.9167,-46.05,-4.88,63,16,3.9,GL,1679024188
443,misratah,32.3754,15.0925,13.92,65,2,4.04,LY,1679024189
444,nioaque,-21.1353,-55.83,21.89,96,99,2.43,BR,1679024189
445,puri,19.8,85.85,25.29,59,100,2.96,IN,1679024190
446,nyuksenitsa,60.4128,44.2397,-7.92,98,94,1.91,RU,1679024190
447,redlands,34.0556,-117.1825,13.12,77,100,2.06,US,1679023939
448,oradea,47.0667,21.9333,0.02,69,0,2.68,RO,1679024191
449,nea peramos,38.0076,23.423,10.46,71,75,5.14,GR,1679024191
450,kabare,-2.4683,28.8242,16.44,96,100,1.28,CD,1679024192
451,ramiriqui,5.4002,-73.3354,13.02,93,82,1.16,CO,1679024192
452,zhigansk,66.7697,123.3711,-9.84,92,96,5.44,RU,1679024192
453,kalach-na-donu,48.691,43.5264,6.25,78,73,2.96,RU,1679024193
454,namatanai,-3.6667,152.4333,28.54,68,96,2.94,PG,1679024193
455,miguel hidalgo,19.4225,-99.2028,17.55,45,75,2.06,MX,1679024102
456,caravelas,-17.7125,-39.2481,23.09,91,1,1.39,BR,1679024194
457,shimoda,34.6667,138.95,17.2,76,88,1.25,JP,1679024195
458,balabac,7.9868,117.0645,28.29,75,100,7.13,PH,1679024195
459,tall kayf,37.0833,41.0667,7.66,87,40,3.09,TR,1679024195
460,hambantota,6.1241,81.1185,29.19,84,20,5.14,LK,1679024196
461,tyulyachi,55.8913,50.2399,0.4,85,100,5.02,RU,1679024196
462,choya,52.0108,86.5467,2.04,92,100,0.76,RU,1679024197
463,north platte,41.1239,-100.7654,-2.16,71,0,4.02,US,1679024197
464,bubaque,11.2833,-15.8333,24.45,73,40,6.28,GW,1679024197
465,bira,49.0,132.4667,-3.34,64,93,5.18,RU,1679024198
466,sanmenxia,34.7747,111.1814,7.49,64,50,2.14,CN,1679024198
467,vanimo,-2.6741,141.3028,28.33,79,67,4.7,PG,1679024198
468,heihe,50.2441,127.4902,-0.68,58,65,6.35,CN,1679024199
469,hami,42.8,93.45,14.31,18,100,3.29,CN,1679024199
470,kamaishi,39.2667,141.8833,7.96,43,100,3.34,JP,1679024200
471,tazovskiy,67.4667,78.7,-13.75,86,96,5.03,RU,1679024200
472,moron,-34.6534,-58.6198,26.65,86,1,2.14,AR,1679024200
473,belawan,3.7755,98.6832,30.16,66,90,2.37,ID,1679024201
474,cumaru,-8.0061,-35.6972,21.07,94,100,0.74,BR,1679024201
475,mogadishu,2.0371,45.3438,27.33,81,89,5.28,SO,1679024202
476,rockingham,42.9668,-71.0995,5.4,71,94,2.08,US,1679024202
477,beringovskiy,63.05,179.3167,-9.23,84,2,0.54,RU,1679024202
478,kamina,-8.7386,24.9906,16.05,98,100,1.4,CD,1679024203
479,rockland,41.1668,-74.0496,10.25,63,72,1.21,US,1679024203
480,mahebourg,-20.4081,57.7,25.7,94,75,1.54,MU,1679024204
481,eyl,7.9803,49.8164,26.43,81,7,3.48,SO,1679024204
482,tamala,52.541,43.2515,3.43,87,73,3.2,RU,1679024204
483,yar-sale,66.8333,70.8333,-8.53,91,98,3.85,RU,1679024205
484,takoradi,4.8845,-1.7554,26.75,87,89,3.15,GH,1679024205
485,kavaratti,10.5669,72.642,28.04,72,42,4.39,IN,1679024205
486,siva,29.2041,25.5195,13.5,65,0,3.53,EG,1679024206
487,agirish,61.9247,63.0231,0.55,93,100,4.05,RU,1679024206
488,san quintin,30.4833,-115.95,12.67,76,32,3.92,MX,1679024207
489,sao jose da coroa grande,-8.8978,-35.1478,24.87,83,99,1.74,BR,1679024207
490,bouna,9.2667,-3.0,26.7,35,50,3.51,CI,1679024208
491,masalli,34.7959,126.6553,8.82,35,100,1.07,KR,1679024208
492,manicore,-5.8092,-61.3003,22.26,100,100,0.76,BR,1679024209
493,labuhan,-6.8844,112.2051,29.54,69,100,2.02,ID,1679024209
494,ulladulla,-35.35,150.4667,28.76,78,91,3.4,AU,1679024210
495,hella,67.2,14.4333,-6.92,74,0,12.35,NO,1679024210
496,norman wells,65.282,-126.8329,-21.98,64,75,1.03,CA,1679024211
497,yuryuzan,54.8633,58.4219,-3.78,87,49,1.79,RU,1679024211
498,conceicao do coite,-11.5639,-39.2828,21.11,88,2,2.45,BR,1679024212
499,opunake,-39.4556,173.8583,20.62,92,100,7.37,NZ,1679024212
500,vanavara,60.34,102.2797,-1.79,92,99,4.19,RU,1679024212
501,miri,4.4148,114.0089,28.08,83,40,3.6,MY,1679024213
502,nicoya,10.1483,-85.452,25.17,83,99,0.79,CR,1679024213
503,cozumel,20.5083,-86.9458,25.6,83,20,3.6,MX,1679024214
504,altamira,-3.2033,-52.2064,22.09,99,100,1.28,BR,1679024175
505,yambio,4.5721,28.3955,22.24,71,100,1.76,SS,1679024214
506,klaksvik,62.2266,-6.589,2.51,83,99,12.2,FO,1679024215
507,nikitinskiy,54.5845,86.0115,-0.26,97,100,2.66,RU,1679024215
508,yermekeyevo,54.0761,53.6712,-2.46,76,38,2.63,RU,1679024215
509,lompoc,34.6391,-120.4579,12.23,90,75,3.6,US,1679024216
510,mazsalaca,57.8633,25.0547,-4.32,97,18,0.88,LV,1679024216
511,kichera,55.9375,110.0997,-6.37,79,94,1.83,RU,1679024217
512,sabha,27.0377,14.4283,13.15,37,0,4.56,LY,1679024217
513,ngawen,-7.0032,111.3129,29.5,71,95,2.27,ID,1679024218
514,razole,16.4833,81.8333,28.71,60,81,1.23,IN,1679024218
515,tilichiki,60.4667,166.1,-4.57,89,99,1.05,RU,1679024218
516,port huron,42.9709,-82.4249,7.13,86,100,5.14,US,1679024219
517,shaowu,27.3409,117.4831,15.38,83,100,1.58,CN,1679024219
518,shangzhi,45.2167,127.9667,1.38,34,1,6.96,CN,1679024219
519,brigantine,39.4101,-74.3646,7.79,68,0,3.09,US,1679024220
520,kanker,20.2719,81.4931,19.6,81,97,1.84,IN,1679024220
521,salta,-24.7859,-65.4117,22.33,83,75,2.57,AR,1679024221
522,kulhudhuffushi,6.6221,73.07,27.73,74,2,3.85,MV,1679024221
523,mount gambier,-37.8333,140.7667,24.39,34,6,3.03,AU,1679024221
524,hod hasharon,32.1508,34.8883,16.23,44,0,5.14,IL,1679024222
525,ossora,59.2353,163.0719,-4.58,89,100,0.71,RU,1679024222
526,husavik,66.0449,-17.3389,-9.7,83,87,5.49,IS,1679024223
527,boddam,57.4667,-1.7833,10.21,92,82,5.68,GB,1679024223
528,verkhnyaya inta,65.9811,60.3094,-1.25,95,100,5.5,RU,1679024223
529,laguna,38.421,-121.4238,15.08,58,0,0.0,US,1679023981
530,thai binh,20.45,106.3333,26.27,62,20,5.23,VN,1679023963
531,inyonga,-6.7167,32.0667,16.15,97,88,1.4,TZ,1679024224
532,alvand,36.3187,49.1678,3.13,84,100,3.71,IR,1679024225
533,roquetas de mar,36.7642,-2.6148,13.12,43,85,6.2,ES,1679023994
534,barkhan,29.8977,69.5256,17.88,48,94,5.31,PK,1679024225
535,pangkalanbuun,-2.6833,111.6167,27.48,86,99,0.61,ID,1679024226
536,beipiao,41.7919,120.7792,7.29,12,51,0.68,CN,1679024226
537,aklavik,68.2191,-135.0107,-30.94,97,41,1.01,CA,1679024227
538,kidodi,-7.6036,37.0044,21.75,97,91,0.62,TZ,1679024227
539,carutapera,-1.195,-46.02,23.85,94,100,1.68,BR,1679024227
540,andapa,-14.65,49.65,22.12,96,64,0.6,MG,1679024228
541,ankazoabo,-22.2833,44.5167,19.96,94,73,1.1,MG,1679024228
542,quatre cocos,-20.2078,57.7625,25.61,84,100,5.39,MU,1679024229
543,omsukchan,62.5333,155.8,-5.39,90,100,4.42,RU,1679024229
544,dentsville,34.064,-80.9582,13.32,51,0,3.6,US,1679024230
545,vytegra,61.0064,36.4481,-11.4,99,83,1.49,RU,1679024230
546,presidencia roque saenz pena,-26.7852,-60.4388,24.5,78,37,1.75,AR,1679024230
547,argelia,2.2556,-77.2488,17.65,97,100,0.2,CO,1679024231
548,cantaura,9.3057,-64.3584,24.75,62,49,5.57,VE,1679024231
549,gizo,-8.103,156.8419,28.54,75,100,4.82,SB,1679024232
550,palestina,31.9216,35.2033,12.4,68,26,2.91,PS,1679024226
551,kijang,35.2442,129.2139,13.85,60,100,6.63,KR,1679024233
552,kontagora,10.3999,5.4695,22.58,23,10,2.5,NG,1679024233
553,torbay,47.6666,-52.7314,0.32,97,100,8.23,CA,1679024234
554,honiara,-9.4333,159.95,29.84,68,64,2.51,SB,1679024235
555,naze,28.3667,129.4833,22.51,70,55,5.14,JP,1679024235
556,molteno,-31.3968,26.3625,16.24,75,100,2.43,ZA,1679024236
557,bandipur,27.9333,84.4167,24.06,19,40,1.63,NP,1679024236
558,rio gallegos,-51.6226,-69.2181,7.03,39,0,9.26,AR,1679024237
559,aktau,43.65,51.2,11.32,37,78,7.82,KZ,1679024237
560,sindou,10.6667,-5.1667,27.13,32,6,1.48,BF,1679024238
561,fortuna,40.5982,-124.1573,8.7,91,0,0.0,US,1679024238
